target_pnc;target_name;first-association;count-per-first-association;all-associations;count-per-association;total-count-associations;perception;perception-median;perception-avg;age;percentage-known;cleaned-first;cleaned-associations;annotator_count;all_ages;origin
Nestle-Klöckner;Julia Klöckner;['lobbyismus', 'cdu-politikerin', 'ehemalige bundesministerin', 'cdu', 'twitteruser', 'provokant', 'twitter', 'agrarministerin'];[1, 1, 1, 1, 1, 1, 1, 1];['agrarministerin', 'cdu', 'lobbyismus', 'bauernverband', 'korruption', 'cdu-politikerin', 'ministerium für ernährung', 'pro nestlé', 'ehemalige bundesministerin', 'redegewandt', 'durchsetzungsfähig', 'ehemalige ministerin für ernährung und landwirtschaft', 'lobby', 'twitteruser', 'argrarministerin', 'weniger zucker', 'nestlé', 'provokant', 'kritik', 'lebensmittelindustrie', 'kontrovers', 'meinungen', 'twitter', 'ministerin', 'marc-aurel boersch', 'werbevideo', 'nestlé-lobbyisten'];[2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];27;[5.0, 5.0, 3.0, 4.0, 4.0, 1.0, 2.0, 5.0];4;3.625;['30-39', '0-19', '60-69', '30-39', '20-29', '30-39', '40-49', '20-29'];53.33333333;['lobbyismus', 'cdu-politikerin', 'ehemalige bundesministerin', 'cdu', 'twitteruser', 'provokant', 'twitter', 'agrarministerin'];[['lobbyismus', 'agrarministerin', 'bauernverband', 'korruption'], ['cdu-politikerin', 'ministerium für ernährung', 'pro nestlé'], ['ehemalige bundesministerin', 'redegewandt', 'durchsetzungsfähig'], ['cdu', 'ehemalige ministerin für ernährung und landwirtschaft', 'lobby'], ['twitteruser', 'argrarministerin', 'weniger zucker', 'nestlé'], ['provokant', 'kritik', 'lebensmittelindustrie', 'kontrovers', 'meinungen'], ['twitter', 'ministerin', 'cdu'], ['agrarministerin', 'marc-aurel boersch', 'werbevideo', 'nestlé-lobbyisten']];15;['30-39', '30-39', '20-29', '50-59', '20-29', '0-19', '30-39', '60-69', '30-39', '20-29', '30-39', '40-49', '30-39', '30-39', '20-29'];prolific
NetzDG-Maas;Heiko Maas;['justizminister', 'meinungsfreiheit', 'meinungsfreiheit im internet', 'gegen hass im netz', 'freiheitsfeindlich', 'ehemaliger außenminister', 'gesetz gegen hass im netz', 'natalie wörner'];[2, 1, 1, 1, 1, 1, 1, 1];['justizminister', 'spd', 'meinungsfreiheit', 'internetregulierung', 'social media', 'rechtspolitik im digitalen raum', 'hassrede im netz', 'projekt', 'meinungsfreiheit im internet', 'zensur', 'hassrede im internet', 'profillos', 'gegen hass im netz', 'außenminister', 'klein', 'freiheitsfeindlich', 'gefährlich', 'überwachung', 'ehemaliger außenminister', 'cdu-politiker', 'rechtsanwalt', 'gesetz gegen hass im netz', 'natalie wörner', 'bundesjustizminister', 'neues gesetz zu hass im netz'];[4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];25;[3.0, 2.0, 2.0, 4.0, 4.0, 3.0, 4.0, 2.0, 4.0];3;3.111111111;['30-39', '40-49', '30-39', '40-49', '30-39', '30-39', '30-39', '60-69', '30-39'];60;['meinungsfreiheit', 'justizminister', 'meinungsfreiheit im internet', 'justizminister', 'gegen hass im netz', 'freiheitsfeindlich', 'ehemaliger außenminister', 'gesetz gegen hass im netz', 'natalie wörner'];[['meinungsfreiheit', 'internetregulierung', 'social media', 'rechtspolitik im digitalen raum'], ['justizminister', 'spd', 'hassrede im netz', 'projekt'], ['meinungsfreiheit im internet', 'zensur', 'hassrede im internet', 'justizminister'], ['justizminister', 'spd', 'profillos'], ['gegen hass im netz', 'spd', 'außenminister', 'klein'], ['freiheitsfeindlich', 'gefährlich', 'überwachung'], ['ehemaliger außenminister', 'cdu-politiker', 'rechtsanwalt'], ['gesetz gegen hass im netz', 'justizminister', 'spd'], ['natalie wörner', 'bundesjustizminister', 'neues gesetz zu hass im netz']];15;['30-39', '40-49', '40-49', '30-39', '40-49', '40-49', '30-39', '30-39', '50-59', '30-39', '60-69', '50-59', '30-39', '20-29', '30-39'];prolific
Nordstream-Schwesig;Manuela Schwesig;['energiepolitik', 'käuflich', 'spd', 'einsatz für nordstream', 'pipeline nach russland', 'ministerpräsident mecklenburg-vorpommern', 'ministerpräsidentin in mecklenburg-vorpommern', 'mecklenburg-vorpommern'];[1, 1, 1, 1, 1, 1, 1, 1];['spd', 'energiepolitik', 'wirtschaftsbeziehungen', 'deutsch-russische beziehungen', 'kontroversen', 'käuflich', 'abhängig', 'verschleiernd', 'geheim', 'putin', 'bundestag', 'schleswig-holstein', 'einsatz für nordstream', 'pipeline nach russland', 'nordstream 1 und 2', 'ministerpräsident mecklenburg-vorpommern', 'nordstream-pipeline-projekt', 'absprachen mit russland', 'ministerpräsidentin in mecklenburg-vorpommern', 'nordstream-stiftung', 'mecklenburg-vorpommern', 'ministerpräsidentin', 'ostseepipeline', 'gas', 'russland'];[3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];25;[3.0, 5.0, 5.0, 5.0, 4.0, 3.0, 5.0, 3.0];4.5;4.125;['30-39', '40-49', '40-49', '40-49', '30-39', '50-59', '30-39', '60-69'];53.33333333;['energiepolitik', 'käuflich', 'spd', 'einsatz für nordstream', 'pipeline nach russland', 'ministerpräsident mecklenburg-vorpommern', 'ministerpräsidentin in mecklenburg-vorpommern', 'mecklenburg-vorpommern'];[['energiepolitik', 'wirtschaftsbeziehungen', 'deutsch-russische beziehungen', 'kontroversen'], ['käuflich', 'abhängig', 'verschleiernd', 'geheim', 'putin'], ['spd', 'bundestag', 'schleswig-holstein'], ['einsatz für nordstream'], ['pipeline nach russland', 'nordstream 1 und 2', 'spd'], ['ministerpräsident mecklenburg-vorpommern', 'nordstream-pipeline-projekt', 'absprachen mit russland'], ['ministerpräsidentin in mecklenburg-vorpommern', 'nordstream-stiftung', 'spd'], ['mecklenburg-vorpommern', 'ministerpräsidentin', 'ostseepipeline', 'gas', 'russland']];15;['30-39', '40-49', '40-49', '30-39', '40-49', '40-49', '30-39', '30-39', '50-59', '30-39', '60-69', '50-59', '30-39', '20-29', '30-39'];prolific
Notbremse-Söder;Markus Söder;['csu', 'corona-pandemie', 'krisenmanagement', 'flüchtlingsdebatte', 'notbreme hinsichtlich zuwanderung', 'bayerischer ministerpräsident', 'bayrischer ministerpräsident'];[3, 2, 1, 1, 1, 1, 1];['csu', 'corona-pandemie', 'bayern', 'pandemie', 'krisenmanagement', 'autorität', 'flüchtlingsdebatte', 'stammtisch', 'urig', 'plump', 'harte maßnahmen in corona-hotspots', 'ausgangsbeschränkungen', 'corona-diktatur', 'reaktionär', 'notbreme hinsichtlich zuwanderung', 'könig von bayern', 'bayerischer ministerpräsident', 'hohe inzidenz an hotspots', 'bayrischer ministerpräsident', 'csu-vorsitzender', 'dominant', 'dritte welle', 'ministerpräsident', 'bayer', 'forderung nach notbremse bei immens steigender inzidenz', 'härtere corona-maßnahmen'];[5, 3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];26;[4.0, 2.0, 4.0, 5.0, 4.0, 5.0, 2.0, 4.0, 2.0, 5.0];4;3.7;['30-39', '40-49', '30-39', '40-49', '30-39', '50-59', '30-39', '60-69', '50-59', '30-39'];66.66666667;['krisenmanagement', 'flüchtlingsdebatte', 'corona-pandemie', 'csu', 'notbreme hinsichtlich zuwanderung', 'bayerischer ministerpräsident', 'bayrischer ministerpräsident', 'csu', 'csu', 'corona-pandemie'];[['krisenmanagement', 'pandemie', 'autorität'], ['flüchtlingsdebatte', 'stammtisch', 'urig', 'plump'], ['corona-pandemie', 'harte maßnahmen in corona-hotspots', 'ausgangsbeschränkungen', 'bayern', 'corona-diktatur'], ['csu', 'bayern', 'reaktionär'], ['notbreme hinsichtlich zuwanderung', 'csu', 'könig von bayern'], ['bayerischer ministerpräsident', 'csu', 'corona-pandemie', 'hohe inzidenz an hotspots'], ['bayrischer ministerpräsident', 'csu-vorsitzender', 'dominant'], ['csu', 'bayern', 'pandemie', 'dritte welle'], ['csu', 'ministerpräsident', 'bayer'], ['corona-pandemie', 'forderung nach notbremse bei immens steigender inzidenz', 'härtere corona-maßnahmen']];15;['30-39', '40-49', '40-49', '30-39', '40-49', '40-49', '30-39', '30-39', '50-59', '30-39', '60-69', '50-59', '30-39', '20-29', '30-39'];prolific
Ofen-Habeck;Robert Habeck;['klimakrise', 'grün', 'wollte eine pauschale fürs heizen', 'wirtschaftsminister', 'politiker', 'holzöfen'];[1, 1, 1, 1, 1, 1];['grüne', 'wirtschaftsminister', 'klimakrise', 'heizungsgesetz', 'grün', 'aufrüster', 'wollte eine pauschale fürs heizen', 'ökotyp', 'redet viel', 'regierung', 'abschaffung von gasöfen', 'förderung neue energie', 'kritik', 'politiker', 'heizen', 'backen', 'holzöfen', 'verbot', 'klimawandel'];[2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];19;[1.0, 3.0, 1.0, 2.0, 5.0, 4.0];2.5;2.666666667;['60-69', '40-49', '40-49', '40-49', '30-39', '20-29'];40;['klimakrise', 'grün', 'wollte eine pauschale fürs heizen', 'wirtschaftsminister', 'politiker', 'holzöfen'];[['klimakrise', 'heizungsgesetz', 'grüne'], ['grün', 'wirtschaftsminister', 'aufrüster'], ['wollte eine pauschale fürs heizen', 'ökotyp', 'redet viel'], ['wirtschaftsminister', 'grüne', 'regierung', 'abschaffung von gasöfen', 'förderung neue energie', 'kritik'], ['politiker', 'heizen', 'backen'], ['holzöfen', 'verbot', 'klimawandel']];15;['30-39', '60-69', '40-49', '20-29', '50-59', '40-49', '40-49', '40-49', '30-39', '20-29', '30-39', '30-39', '20-29', '20-29', '20-29'];prolific
Opfer-Schäuble;Wolfgang Schäuble;['rollstuhl', 'hat viel geopfert', 'bezieht sich auf das attentat', 'schande für unsere politik', 'präsident', 'abgeordneter', 'ich denke es ist eine anspielung auf die tatsache dass er im rollstuhl saß', 'innenminister'];[3, 1, 1, 1, 1, 1, 1, 1];['rollstuhl', 'attentat', 'hat viel geopfert', 'mimt das opfer', 'bundestagspräsident', 'bezieht sich auf das attentat', 'hat eine querschnittslähmung', 'hat ein sehr getragenen und verlittenen duktus', 'schwabe', 'schande für unsere politik', 'unfähig', 'asozial', 'finanzminister', 'cdu', 'wiedervereinigung', 'präsident', 'politiker', 'abgeordneter', 'sitzt im rollstuhl', 'ich denke es ist eine anspielung auf die tatsache dass er im rollstuhl saß', 'was natürlich im gedächtnis bleibt ist seine verstrickung in die cdu-spendenaffäre', 'wirtschaft', 'alt', 'konservativ', 'innenminister', 'parteispendenaffäre', 'rassistische äußerungen'];[4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];27;[1.0, 2.0, 5.0, 1.0, 2.0, 1.0, 5.0, 2.0, 5.0, 3.0];2;2.7;['30-39', '20-29', '50-59', '30-39', '30-39', '20-29', '30-39', '40-49', '30-39', '60-69'];62.5;['hat viel geopfert', 'bezieht sich auf das attentat', 'schande für unsere politik', 'rollstuhl', 'präsident', 'abgeordneter', 'ich denke es ist eine anspielung auf die tatsache dass er im rollstuhl saß', 'rollstuhl', 'rollstuhl', 'innenminister'];[['hat viel geopfert', 'mimt das opfer', 'bundestagspräsident'], ['bezieht sich auf das attentat', 'hat eine querschnittslähmung', 'hat ein sehr getragenen und verlittenen duktus', 'schwabe'], ['schande für unsere politik', 'unfähig', 'asozial'], ['rollstuhl', 'attentat', 'finanzminister', 'cdu', 'wiedervereinigung'], ['präsident', 'rollstuhl', 'politiker'], ['abgeordneter', 'sitzt im rollstuhl', 'attentat'], ['ich denke es ist eine anspielung auf die tatsache dass er im rollstuhl saß', 'was natürlich im gedächtnis bleibt ist seine verstrickung in die cdu-spendenaffäre'], ['rollstuhl', 'attentat', 'wirtschaft'], ['rollstuhl', 'alt', 'konservativ'], ['innenminister', 'parteispendenaffäre', 'attentat', 'rassistische äußerungen']];16;['30-39', '30-39', '20-29', '50-59', '30-39', '20-29', '30-39', '30-39', '20-29', '30-39', '20-29', '30-39', '20-29', '40-49', '30-39', '60-69'];prolific
Pack-Gabriel;Sigmar Gabriel;['spd', 'polarisierend', 'flüchtlinge', 'pack meint vermeintlich rechte wähler', 'spd-politiker', 'spd-chef'];[3, 1, 1, 1, 1, 1];"['spd', 'ex-spd-vorsitzender', 'polarisierend', 'populistisch', 'soziale gerechtigkeit', 'flüchtlinge', 'ausschreitungen vor flüchtlingsunterkunft', 'rechtsextremismus', 'agenda', 'neoliberal', 'pack meint vermeintlich rechte wähler', 'aufsichtsrat', 'spd-politiker', 'beleidigung von arbeitslosen', 'minister', 'heidenau', 'rechtsradikale', 'flüchtlingsunterkunft', 'nannte leute als pack', 'spd-chef', 'bezeichnung rechtsradikaler als ""pack""', 'angriffe rechter']";[4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];22;[2.0, 1.0, 5.0, 4.0, 3.0, 2.0, 3.0, 3.0];3;2.875;['30-39', '30-39', '40-49', '30-39', '30-39', '60-69', '50-59', '30-39'];53.33333333;['polarisierend', 'flüchtlinge', 'spd', 'pack meint vermeintlich rechte wähler', 'spd-politiker', 'spd', 'spd', 'spd-chef'];"[['polarisierend', 'populistisch', 'soziale gerechtigkeit'], ['flüchtlinge', 'ausschreitungen vor flüchtlingsunterkunft', 'rechtsextremismus'], ['spd', 'agenda', 'neoliberal'], ['pack meint vermeintlich rechte wähler', 'spd', 'aufsichtsrat'], ['spd-politiker', 'beleidigung von arbeitslosen', 'ex-spd-vorsitzender'], ['spd', 'minister', 'heidenau', 'rechtsradikale', 'flüchtlingsunterkunft'], ['spd', 'ex-spd-vorsitzender', 'nannte leute als pack'], ['spd-chef', 'bezeichnung rechtsradikaler als ""pack""', 'angriffe rechter']]";15;['30-39', '40-49', '40-49', '30-39', '40-49', '40-49', '30-39', '30-39', '50-59', '30-39', '60-69', '50-59', '30-39', '20-29', '30-39'];prolific
Panik-Greta;Greta Thunberg;['klima', 'wahrheit', 'macht panik', 'dass sie will das leute in panik geraten', 'klimaaktivistin', 'klimawandel', 'umwelt', 'klimakind', 'klimakatastrophen-warnerin', 'hüpfen', 'umweltaktivistin', 'umwelt-aktivistin', 'klimaschutz'];[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];['klima', 'umwelt', 'wahrheit', 'umweltschutz', 'klimakrise', 'stärke', 'macht panik', 'regt sich schnell auf', 'dass sie will das leute in panik geraten', 'dass sie panik verbreitet', 'nter anderem dass sie einen tweet der nun älter als 5 jahre alt war in dem sie behauptet hat dass die welt in 5 jahren untergehen wird', 'klimaaktivistin', 'autistin', 'prostest', 'junge generation', 'internetaffine', 'klimawandel', 'klimaangst', 'verstört', 'weltuntergang', 'fridays for future', 'gaza', 'klimakind', 'autismus', 'nervig', 'von eltern gesteuert', 'klimakatastrophen-warnerin', 'fff', 'boomer-hassperson', 'hüpfen', 'vorwürfe', 'ideologie', 'schule schwänzen', 'antisemitismus', 'schulstreik', 'pro-palästina', 'umweltaktivistin', 'sorgt sich sich um klima und co2-anstieg', 'beschwört das ender der menschheit', 'umwelt-aktivistin', 'klimaschutz', 'aktivistin', 'schweden'];[2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];43;[0.0, 3.0, 3.0, 1.0, 1.0, 4.0, 4.0, 5.0, 1.0, 5.0, 3.0, 3.0, 4.0, 5.0];3;3;['20-29', '30-39', '30-39', '30-39', '40-49', '50-59', '40-49', '30-39', '40-49', '50-59', '60-69', '70+', '20-29', '50-59'];93.33333333;['wahrheit', 'macht panik', 'dass sie will das leute in panik geraten', 'klimaaktivistin', 'klima', 'klimawandel', 'umwelt', 'klimakind', 'klimakatastrophen-warnerin', 'hüpfen', 'klima', 'umweltaktivistin', 'umwelt-aktivistin', 'klimaschutz'];[['wahrheit', 'umweltschutz', 'klimakrise', 'stärke'], ['macht panik', 'regt sich schnell auf'], ['dass sie will das leute in panik geraten', 'dass sie panik verbreitet', 'nter anderem dass sie einen tweet der nun älter als 5 jahre alt war in dem sie behauptet hat dass die welt in 5 jahren untergehen wird'], ['klimaaktivistin', 'autistin'], ['klima', 'prostest', 'junge generation', 'internetaffine'], ['klimawandel', 'klimaangst', 'verstört', 'weltuntergang'], ['umwelt', 'fridays for future', 'gaza'], ['klimakind', 'autismus', 'nervig', 'von eltern gesteuert'], ['klimakatastrophen-warnerin', 'fff', 'boomer-hassperson'], ['hüpfen', 'vorwürfe', 'ideologie', 'schule schwänzen', 'antisemitismus'], ['klima', 'umwelt', 'schulstreik', 'pro-palästina'], ['umweltaktivistin', 'sorgt sich sich um klima und co2-anstieg', 'beschwört das ender der menschheit'], ['umwelt-aktivistin'], ['klimaschutz', 'aktivistin', 'schweden']];15;['20-29', '30-39', '30-39', '30-39', '40-49', '50-59', '40-49', '30-39', '40-49', '30-39', '50-59', '60-69', '70+', '20-29', '50-59'];prolific
Panik-Merkel;Angela Merkel;['flüchtlingskrise', 'bundeskanzlerin', 'panik', 'abschaltung atomkraftwerke', 'cdu', 'kanzlerin', 'angst', 'flüchtlingssituation', 'coronapandemie', 'ehemalige bundeskanzlerin'];[2, 2, 1, 1, 1, 1, 1, 1, 1, 1];['flüchtlingskrise', 'bundeskanzlerin', 'angst', 'cdu', 'corona', 'ehemalige bundeskanzlerin', 'panik', 'unsicherheit', 'abschaltung atomkraftwerke', 'einwanderung', 'aussitzen', 'atomausstieg', 'mutti', 'neoliberal', 'kanzlerin', 'ddr', 'physikerin', 'keine kinder', 'rede zur nation', 'aufruf zur vorsicht', 'panikmache', 'stoisch', 'flüchtlingssituation', 'überstürzter atomausstieg', 'strategische fehlentscheidungen', 'coronapandemie', 'fukushima', 'deutschland', 'angst vor veränderung', 'panische entscheidungen', 'verpeilt', 'entscheidungsunsicher', 'langsam', 'konserativ', 'zentristisch', 'merkel-raute'];[3, 3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];36;[3.0, 3.0, 2.0, 5.0, 0.0, 1.0, 3.0, 3.0, 0.0, 3.0, 2.0, 4.0];3;2.416666667;['30-39', '40-49', '50-59', '40-49', '40-49', '40-49', '30-39', '20-29', '30-39', '30-39', '20-29', '20-29'];80;['panik', 'abschaltung atomkraftwerke', 'flüchtlingskrise', 'cdu', 'kanzlerin', 'bundeskanzlerin', 'angst', 'flüchtlingssituation', 'coronapandemie', 'bundeskanzlerin', 'ehemalige bundeskanzlerin', 'flüchtlingskrise'];[['panik', 'angst', 'unsicherheit'], ['abschaltung atomkraftwerke', 'einwanderung', 'aussitzen'], ['flüchtlingskrise', 'atomausstieg', 'mutti'], ['cdu', 'bundeskanzlerin', 'neoliberal'], ['kanzlerin', 'ddr', 'physikerin', 'keine kinder'], ['bundeskanzlerin', 'corona', 'rede zur nation', 'aufruf zur vorsicht'], ['angst', 'ehemalige bundeskanzlerin', 'panikmache', 'stoisch'], ['flüchtlingssituation', 'überstürzter atomausstieg', 'strategische fehlentscheidungen'], ['coronapandemie', 'fukushima', 'flüchtlingskrise'], ['bundeskanzlerin', 'deutschland', 'cdu', 'angst vor veränderung', 'panische entscheidungen'], ['ehemalige bundeskanzlerin', 'verpeilt', 'entscheidungsunsicher', 'langsam'], ['flüchtlingskrise', 'corona', 'konserativ', 'zentristisch', 'merkel-raute']];15;['30-39', '60-69', '40-49', '20-29', '50-59', '40-49', '40-49', '40-49', '30-39', '20-29', '30-39', '30-39', '20-29', '20-29', '20-29'];prolific
Peak-Boateng;Jérôme Boateng;['fußball', 'fußballer', 'groß', 'ist in topform', 'bayern', 'nuschelt'];[3, 2, 1, 1, 1, 1];['fußball', 'fußballer', 'fc bayern', 'groß', 'erfolgreich', 'beliebt', 'ist in topform', 'high performer', 'nationalmannschaft', 'bayern', 'abwehr', 'häusliche gewalt', 'nuschelt', 'gewalt', 'frauen', 'farbig', 'gewalttätig', 'spieler', 'rassismus', 'hat viele spiele gewonnen', 'den gegner geschlagen', 'profi'];[4, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];22;[2.0, 2.0, 2.0, 4.0, 3.0, 4.0, 2.0, 3.0, 2.0];2;2.666666667;['20-29', '30-39', '30-39', '40-49', '30-39', '50-59', '60-69', '70+', '50-59'];60;['groß', 'ist in topform', 'fußballer', 'bayern', 'nuschelt', 'fußball', 'fußball', 'fußballer', 'fußball'];[['groß', 'fußball', 'erfolgreich', 'beliebt'], ['ist in topform', 'high performer'], ['fußballer', 'nationalmannschaft'], ['bayern', 'abwehr', 'häusliche gewalt'], ['nuschelt', 'gewalt', 'frauen'], ['fußball', 'farbig', 'gewalttätig'], ['fußball', 'spieler', 'fc bayern', 'rassismus'], ['fußballer', 'hat viele spiele gewonnen', 'den gegner geschlagen'], ['fußball', 'profi', 'fc bayern']];15;['20-29', '30-39', '30-39', '30-39', '40-49', '50-59', '40-49', '30-39', '40-49', '30-39', '50-59', '60-69', '70+', '20-29', '50-59'];prolific
Pendler-Habeck;Robert Habeck;['unfähig', 'meinngsschwankend', 'bahn', 'politiker', 'sehr vergreister politiker', 'nicht informiert', 'grüne', 'angeblich grüner'];[1, 1, 1, 1, 1, 1, 1, 1];['unfähig', 'dumm', 'ideologisch verrannt', 'ahnungslos', 'meinngsschwankend', 'lügner', 'kinderbuchautor', 'bahn', 'keine ahnung', 'peinlich', 'politiker', 'pendelt durchs land', 'kommt aus flensburg', 'weiter weg nach berlin', 'sehr vergreister politiker', 'nicht informiert', 'peinliche panne', 'lachnummer', 'grüne', 'klartext', 'fähre', 'bauern', 'angeblich grüner', 'wirtschaftsminister', 'klimaschutzminister', 'uninformiert', 'enttäuschend'];[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];27;[5.0, 5.0, 1.0, 1.0, 4.0, 3.0, 2.0, 4.0];3.5;3.125;['30-39', '50-59', '30-39', '20-29', '30-39', '20-29', '40-49', '60-69'];50;['unfähig', 'meinngsschwankend', 'bahn', 'politiker', 'sehr vergreister politiker', 'nicht informiert', 'grüne', 'angeblich grüner'];[['unfähig', 'dumm', 'ideologisch verrannt', 'ahnungslos'], ['meinngsschwankend', 'lügner', 'kinderbuchautor'], ['bahn', 'keine ahnung', 'peinlich'], ['politiker', 'pendelt durchs land', 'kommt aus flensburg', 'weiter weg nach berlin'], ['sehr vergreister politiker'], ['nicht informiert', 'peinliche panne', 'lachnummer'], ['grüne', 'klartext', 'fähre', 'bauern'], ['angeblich grüner', 'wirtschaftsminister', 'klimaschutzminister', 'uninformiert', 'enttäuschend']];16;['30-39', '30-39', '20-29', '50-59', '30-39', '20-29', '30-39', '30-39', '20-29', '30-39', '20-29', '30-39', '20-29', '40-49', '30-39', '60-69'];prolific
